Author,Year,Title,Academic department,City,University,No. of pages,Thesis type,Accesion number,Call number,Label,Keywords,Abstract,URL,Author Address
Feeding habits,,,,,,,,,,,,,,
Floating vegetation,,,,,,,,,,,,,,
Niche overlap,,,,,,,,,,,,,,
K. V. Srinivas,1996,"A study on birds of Brindavan, Kadugodi, Bangalore and its environs with special reference to their nesting habits, seasonality and nest site requirements",Department of Zoology,,"Sri Sathya Sai University (SSSIHL), Bangalore",,Ph.D.,,,TD-00190,Landbirds,,,
Deccan Plateau,,,,,,,,,,,,,,
Nidification behaviour,,,,,,,,,,,,,,
Breeding biology,,,,,,,,,,,,,,
Breeding seasonality,,,,,,,,,,,,,,
Nest characteristics,,,,,,,,,,,,,,
Nest-site characteristics,,,,,,,,,,,,,,
Seasonal diet,,,,,,,,,,,,,,
Feeding ecology,,,,,,,,,,,,,,
Scrub forests,,,,,,,,,,,,,,
Campus avifauna,,,,,,,,,,,,,,
Urban ecosystem,,,,,,,,,,,,,,
A. Srivastav,1997,Conservation Management of wetland avi-fauna at Soor Sarovar bird sanctuary (Agra),Department of Zoology,Agra,"Dayalbagh Educational Institute, Dayalbagh, Agra",67,Ph.D.,,,TD-00402,Species diversity,,,
Species richness,,,,,,,,,,,,,,
Community structure,,,,,,,,,,,,,,
Anthropogenic disturbance,,,,,,,,,,,,,,
Conservation efforts,,,,,,,,,,,,,,
Conservation practive,,,,,,,,,,,,,,
Habitat structure,,,,,,,,,,,,,,
Community-based conservation,,,,,,,,,,,,,,
Habitat use,,,,,,,,,,,,,,
K. Subair,2011,Studies on the Digenetic Trematodes of the Piscivorous birds in Malabar Kerala,Department of Zoology,Calicut,University of Calicut,188,Ph.D.,,,TD-00322,Parasitism,,,
Host-parasite interactions,,,,,,,,,,,,,,
Host-specificity,,,,,,,,,,,,,,
Bird parasites,,,,,,,,,,,,,,
C. Subramanian,2002,"Studies on avian diversity in Mudumalai wildlife sanctuary, Tamilnadu, Southern India",Division of Post Graduate studies in Zoology & Wildlife biology,Mayiladuthurai,Bharathidasan University,99,Ph.D.,,,TD-00390,Species diversity,,,
Vegetation characteristics,,,,,,,,,,,,,,
Species composition,,,,,,,,,,,,,,
Population structure,,,,,,,,,,,,,,
Seasonality,,,,,,,,,,,,,,
Species density,,,,,,,,,,,,,,
Species richness,,,,,,,,,,,,,,
Habitat classification,,,,,,,,,,,,,,
Plant-animal interactions,,,,,,,,,,,,,,
Plant-bird interactions,,,,,,,,,,,,,,
C. Subramanian,2002,"Habitat ecology of Grey Junglefowl (Gallus sonneratti) at Theni forest division, Meghamalai, Western Ghats, Tamilnadu, South India",Department of Zoology,Mayiladuthurai,Bharathidasan University,74,Ph.D.,,,TD-00395,Habitat use,,,
Habitat diversity,,,,,,,,,,,,,,
Habitat heterogeneity,,,,,,,,,,,,,,
Habita use vs availability,,,,,,,,,,,,,,
Gallus sonneratti,,,,,,,,,,,,,,
Seasonality,,,,,,,,,,,,,,
Encounter rate,,,,,,,,,,,,,,
Species density,,,,,,,,,,,,,,
Species abundance,,,,,,,,,,,,,,
Species-habitat interactions,,,,,,,,,,,,,,
S. Subramanya,1988,Studies on the birds of rice fields with special reference to certain pest species,,,"University of Agricultural Sciences, Bangalore",,Ph.D.,,,TD-00225,Landbirds,,,
Wetland birds,,,,,,,,,,,,,,
Deccan Plateau,,,,,,,,,,,,,,
Agro-ecosystem,,,,,,,,,,,,,,
Crop fields,,,,,,,,,,,,,,
Paddy fields,,,,,,,,,,,,,,
Agriculture,,,,,,,,,,,,,,
Behavioural ecology,,,,,,,,,,,,,,
Habitat ecology,,,,,,,,,,,,,,
Habitat preference,,,,,,,,,,,,,,
Pestiferous birds,,,,,,,,,,,,,,
Crop damage,,,,,,,,,,,,,,
Rice varieties ,,,,,,,,,,,,,,
Seasonal diet,,,,,,,,,,,,,,
Cropping seasonality,,,,,,,,,,,,,,
Economical loss,,,,,,,,,,,,,,
R. Suganya,2008,"An investigation on the accumulation pattern of polychlorinated biphenyls (PCBs)in Blue Rock Pigeon (Columba livia) collected from Ahmedabad, Gujarat",Sálim Ali Centre for Ornithology and Natural History,Coimbatore,"PSGR Krishnammal College for Women, Coimbatore",,M.Sc.,,,TD-00045,Doves & Pigeons,,,
Columba livia,,,,,,,,,,,,,,
Columbidae,,,,,,,,,,,,,,
Gujarat Rajputana,,,,,,,,,,,,,,
Urban ecosystem,,,,,,,,,,,,,,
Avian disease and health,,,,,,,,,,,,,,
Toxicology,,,,,,,,,,,,,,
Polychlorinated biphenyls ,,,,,,,,,,,,,,
Bio-accumulation,,,,,,,,,,,,,,
Chromatographic techniques,,,,,,,,,,,,,,
R. Sugitha,2008,Evaluation of elemental contamination in eggs of select species of birds,Sri Krishna Arts and Science College & Sálim Ali Centre for Ornithology and Natural History,Coimbatore,"Bharathiar University, Coimbatore",,M.Sc.,,,TD-00127,Pavo cristatus,,,
Francolinus pondicerianus,,,,,,,,,,,,,,
Phasianidae,,,,,,,,,,,,,,
Galliformes,,,,,,,,,,,,,,
Western Ghats (Central),,,,,,,,,,,,,,
Shrublands,,,,,,,,,,,,,,
Woodlands,,,,,,,,,,,,,,
Thorn forests,,,,,,,,,,,,,,
Conservation biology,,,,,,,,,,,,,,
Avian disease and health,,,,,,,,,,,,,,
Habitat adaptations,,,,,,,,,,,,,,
Feeding habits,,,,,,,,,,,,,,
Heavy metal contamination,,,,,,,,,,,,,,
Egg shell characteristics,,,,,,,,,,,,,,
Microwave digestion system,,,,,,,,,,,,,,
A. Sultana,2002,"Ecology and conservation of avian communities of middle-altitude oak forest of Kumaon Himalaya, Uttar Pradesh, India.",Department of Wildlife Sciences,Aligarh,Aligarh Muslim University,380,Ph.D.,,,TD-00388,habitat classification,,,
Species composition,,,,,,,,,,,,,,
Species diversity,,,,,,,,,,,,,,
Species richness,,,,,,,,,,,,,,
Species abundance,,,,,,,,,,,,,,
Species density,,,,,,,,,,,,,,
Species distribution models,,,,,,,,,,,,,,
Altitudinal distribution,,,,,,,,,,,,,,
Species-habitat interactions,,,,,,,,,,,,,,
Species abundance-distribution models,,,,,,,,,,,,,,
Habitat use,,,,,,,,,,,,,,
Seasonality,,,,,,,,,,,,,,
Disturbance,,,,,,,,,,,,,,
Foraging behaviour,,,,,,,,,,,,,,
Foraging ecology,,,,,,,,,,,,,,
Conservation planning,,,,,,,,,,,,,,
Conservation efforts,,,,,,,,,,,,,,
Conservation assessment,,,,,,,,,,,,,,
T. Sundaramoorthy,1991,"Ecology of terrestrial birds in Keoladeo National Park, Bharatpur",,,"University of Bombay, Bombay",,Ph.D.,,,TD-00067,Landbirds,,,
Gujarat Rajputana,,,,,,,,,,,,,,
Savanna woodland,,,,,,,,,,,,,,
Savanna grassland,,,,,,,,,,,,,,
Community ecology,,,,,,,,,,,,,,
Population ecology,,,,,,,,,,,,,,
Species diversity,,,,,,,,,,,,,,
Species richness,,,,,,,,,,,,,,
Habitat adaptations,,,,,,,,,,,,,,
Vegetation composition,,,,,,,,,,,,,,
Competition,,,,,,,,,,,,,,
Dominant species,,,,,,,,,,,,,,
Breeding seasonality,,,,,,,,,,,,,,
S. S. Sundaresan,2010,X-ray Crystallographic studies on hemoglobins from mammalian & avian species.,Centre of Advanced study in Crystallography & Biophysics,Chennai,"University of Madras, Chennai",104,Ph.D.,,,TD-00328,,,,
Hemoglobin,,,,,,,,,,,,,,
Ostrich,,,,,,,,,,,,,,
Struthio camelus,,,,,,,,,,,,,,
Ramachandran plot,,,,,,,,,,,,,,
Crystallization,,,,,,,,,,,,,,
Hemoglobin structure,,,,,,,,,,,,,,
S. C. Sunder Raj,2010,Studies on the ornitho-ecological aspects of Curtorim pond of Salcette Goa,Department of Applied Zoology,Shankaraghatta,Kuvempu University,193,Ph.D.,,,TD-00407,Habitat quality,,,
Species-habitat interactions,,,,,,,,,,,,,,
Freshwater ecosystem,,,,,,,,,,,,,,
Species density,,,,,,,,,,,,,,
Species diversity,,,,,,,,,,,,,,
Conservation planning,,,,,,,,,,,,,,
Supriya,2011,Behavioural ecology of colony formation and function of colonial breeding in Chestnut-headed Bee-eater,Wildlife Institute of India,Dehradun,Saurashtra University,61,M.Sc.,,,TD-00354,Colonial nesting,,,
Behavioural studies,,,,,,,,,,,,,,
Chestnut-headed Bee-eater,,,,,,,,,,,,,,
Colonial breeding,,,,,,,,,,,,,,
Uttara Kannada,,,,,,,,,,,,,,
Habitat characteristics,,,,,,,,,,,,,,
Reproductive success,,,,,,,,,,,,,,
Competition,,,,,,,,,,,,,,
Species co-existence,,,,,,,,,,,,,,
Nesting substrate,,,,,,,,,,,,,,
Nesting success,,,,,,,,,,,,,,
Provisioning behaviour,,,,,,,,,,,,,,
Colonial behaviour,,,,,,,,,,,,,,
Bird capturing,,,,,,,,,,,,,,
A. Tere,2005,Ecology of Greater Flamingo Phoenicopterus roseus and Lesser Flamingo Phoenicopterus minor on the wetlands of Gujarat,Department of Zoology,,"Maharaja Sayajirao University of Baroda, Vadodara",,Ph.D.,,,TD-00178,Flamingos,,,
Phoenicopterus roseus,,,,,,,,,,,,,,
Phoeniconaias minor,,,,,,,,,,,,,,
Phoenicopteridae,,,,,,,,,,,,,,
Gujarat Rajputana,,,,,,,,,,,,,,
Wetlands ,,,,,,,,,,,,,,
Swamps,,,,,,,,,,,,,,
Species ecology & life-history strategies,,,,,,,,,,,,,,
Species richness,,,,,,,,,,,,,,
Species distribution,,,,,,,,,,,,,,
Habitat preference,,,,,,,,,,,,,,
Population dynamics,,,,,,,,,,,,,,
Feeding ecology,,,,,,,,,,,,,,
Behavioural context,,,,,,,,,,,,,,
Remote sensing,,,,,,,,,,,,,,
Breeding biology,,,,,,,,,,,,,,
Nesting biology,,,,,,,,,,,,,,
Mortality rate ,,,,,,,,,,,,,,
Breeding success,,,,,,,,,,,,,,
A. L. Thachappully,2014,Reconstruction of phylogeny of birds of the group Estrildidae by using DNA comparisons and DNA makers,Department of Zoology,,"University of Calicut, Kozhikode",,Ph.D.,,,TD-00316,Munias,,,
Estrildidae,,,,,,,,,,,,,,
Malabar Plains,,,,,,,,,,,,,,
Evolutionary biology,,,,,,,,,,,,,,
Population genetics,,,,,,,,,,,,,,
Phylogenetics,,,,,,,,,,,,,,
Molecular techniques,,,,,,,,,,,,,,
DNA sequencing,,,,,,,,,,,,,,
RAPD technique,,,,,,,,,,,,,,
Avian systematics,,,,,,,,,,,,,,
M. Thenmozhi,2011,Crystal structure analysis of Mammalian & Avian hemoglobins & some biologically important molecules,Centre of Advanced study in Crystallography & Biophysics,Chennai,"University of Madras, Chennai",101,Ph.D.,,,TD-00327,Japanese Quail,,,
Crystallization,,,,,,,,,,,,,,
Brown Hare,,,,,,,,,,,,,,
Lepus europaeus,,,,,,,,,,,,,,
Hemoglobin structure,,,,,,,,,,,,,,
Hemoglobin,,,,,,,,,,,,,,
K. Thiyagesan,1993,"Ecology of cavity nesting birds in and around Mayiladuthurai, Tamil Nadu, South India","Department of Wildlife Biology, AVC College",Mayiladuthurai,"Bharathidasan University, Tiruchirappalli",,Ph.D.,,,TD-00210,Landbirds,,,
Coromandel Plains,,,,,,,,,,,,,,
Dry deciduous forests,,,,,,,,,,,,,,
Scrub forests,,,,,,,,,,,,,,
Woodland,,,,,,,,,,,,,,
Habitat ecology,,,,,,,,,,,,,,
Species diversity,,,,,,,,,,,,,,
Species richness,,,,,,,,,,,,,,
Nidification behaviour,,,,,,,,,,,,,,
Cavity nesting,,,,,,,,,,,,,,
Nest characteristics,,,,,,,,,,,,,,
Nest-site selection,,,,,,,,,,,,,,
Breeding biology,,,,,,,,,,,,,,
Cavity dimensions,,,,,,,,,,,,,,
A. T. Thomas,2014,Ecological studies on certain species of granivorous birds in Malabar,Department of Zoology,,"University of Calicut, Kozhikode",,Ph.D.,,,TD-00309,Landbirds,,,
Paddy fields,,,,,,,,,,,,,,
Agricultural ornithology,,,,,,,,,,,,,,
Agro-ecosystem,,,,,,,,,,,,,,
Malabar Plains,,,,,,,,,,,,,,
Behavioural ecology,,,,,,,,,,,,,,
Feeding ecology,,,,,,,,,,,,,,
Granivores,,,,,,,,,,,,,,
Feed adjustability,,,,,,,,,,,,,,
Dehusking,,,,,,,,,,,,,,
Crop damage,,,,,,,,,,,,,,
Damage potential,,,,,,,,,,,,,,
Crop loss,,,,,,,,,,,,,,
Pestiferous birds,,,,,,,,,,,,,,
J. Thomas,2012,Seasonal cycle in Indian insectivorous birds,Department of Zoology,,"University of Calicut, Kozhikode",,Ph.D.,,,TD-00313,Landbirds,,,
Shrublands,,,,,,,,,,,,,,
Scrub forests,,,,,,,,,,,,,,
Behavioural ecology,,,,,,,,,,,,,,
Insectivores,,,,,,,,,,,,,,
Insect availability,,,,,,,,,,,,,,
Breeding biology,,,,,,,,,,,,,,
Breed-moult inter-relationship,,,,,,,,,,,,,,
Breeding seasonality,,,,,,,,,,,,,,
Feather moulting,,,,,,,,,,,,,,
Latitudinal effect,,,,,,,,,,,,,,
R. Tripathi,2007,"Melatonin regulation of avian thyroid functions with special reference to thyroidal free radical load in Indian Jungle Bush Quail, Perdicula asiatica",Department of Zoology,,"Banaras Hindu University, Varnasi",,Ph.D.,,,TD-00152,Perdicula asiatica,,,
Phasianidae,,,,,,,,,,,,,,
Galliformes,,,,,,,,,,,,,,
Upper Gangetic Plains,,,,,,,,,,,,,,
Scrub forests,,,,,,,,,,,,,,
Dry deciduous forests,,,,,,,,,,,,,,
Species ecology & life-history strategies,,,,,,,,,,,,,,
Avian disease and health,,,,,,,,,,,,,,
Melatonin,,,,,,,,,,,,,,
Immune responses,,,,,,,,,,,,,,
Thyroid glands,,,,,,,,,,,,,,
Metabolism,,,,,,,,,,,,,,
Immunoregulation,,,,,,,,,,,,,,
A. P. Tripathy,1971,Trade on Hill Mynas (Gracula religiosa peninsularis) - it's furture plan and prospects of research in Simulipal hills (Orissa),Wildlife Management Course,Dehradun,"Forest Research Institute, Dehradun",68,Diploma course,,,TD-00346,Hill myna,,,
Simulipal hills,,,,,,,,,,,,,,
Bird trading,,,,,,,,,,,,,,
Illegal trading of birds,,,,,,,,,,,,,,
Captive breeding,,,,,,,,,,,,,,
Species ecology,,,,,,,,,,,,,,
Species management,,,,,,,,,,,,,,
Species ecology & life-history strategies,,,,,,,,,,,,,,
Bird collection,,,,,,,,,,,,,,
Bird rearing,,,,,,,,,,,,,,
Aviary,,,,,,,,,,,,,,
A. K. Trivedi,2006,Seasonal responses of House Sparrow (Passer domesticus) Linnaeus at 27°N,Department of Zoology,,"University of Lucknow, Lucknow",,Ph.D.,,,TD-00165,Sparrows,,,
Passer domesticus,,,,,,,,,,,,,,
Passeridae,,,,,,,,,,,,,,
Upper Gangetic Plains,,,,,,,,,,,,,,
Urban ecosystem,,,,,,,,,,,,,,
Woodlands,,,,,,,,,,,,,,
Species ecology & life-history strategies,,,,,,,,,,,,,,
Species richness,,,,,,,,,,,,,,
Habitat utilization,,,,,,,,,,,,,,
Seasonal diet,,,,,,,,,,,,,,
Breeding seasonality,,,,,,,,,,,,,,
Circadian rhythm,,,,,,,,,,,,,,
Photoperiod,,,,,,,,,,,,,,
P. G. Trivedi,1993,"Habitat selection by Indian Peafowl (Pavo cristatus Linn.) in Gir forest, India",,,"Saurashtra University, Rajkot",,M.Sc.,,,TD-00286,Galliformes,,,
Phasianidae,,,,,,,,,,,,,,
Pavo cristatus,,,,,,,,,,,,,,
Gujarat Rajputana,,,,,,,,,,,,,,
Species ecology & life-history strategies,,,,,,,,,,,,,,
Habitat ecology,,,,,,,,,,,,,,
Habitat selection,,,,,,,,,,,,,,
Food availability,,,,,,,,,,,,,,
Vegetation analysis,,,,,,,,,,,,,,
Roosting behaviour,,,,,,,,,,,,,,
Flagship species,,,,,,,,,,,,,,
P. G. Trivedi,2007,"Ecology and conservation of avifauna of some forested area in Gujarat, India",Wildlife Institute of India,,"Saurashtra University, Rajkot",,Ph.D.,,,TD-00158,Landbirds,,,
Gujarat Rajputana,,,,,,,,,,,,,,
Dry deciduous forests,,,,,,,,,,,,,,
Scrub forests,,,,,,,,,,,,,,
Grasslands,,,,,,,,,,,,,,
Community ecology,,,,,,,,,,,,,,
Population ecology,,,,,,,,,,,,,,
Community structure,,,,,,,,,,,,,,
Community composition,,,,,,,,,,,,,,
Species diversity,,,,,,,,,,,,,,
Species co-occurrence,,,,,,,,,,,,,,
Competition,,,,,,,,,,,,,,
Feeding habits,,,,,,,,,,,,,,
Breeding biology,,,,,,,,,,,,,,
P. V. Umamageswaran,2007,Polycyclic aromatic hydrocarbons (PAHs) in the tissues of Pariah Kite and Blue Rock Pigeon collected from Ahmedabad,Sálim Ali Centre for Ornithology and Natural History,Coimbatore,"PSG College of Arts and Science, Coimbatore",,M.Sc.,,,TD-00046,Raptors,,,
Doves & Pigeons,,,,,,,,,,,,,,
Columba livia,,,,,,,,,,,,,,
Milvus migrans,,,,,,,,,,,,,,
Columbidae,,,,,,,,,,,,,,
Accipitridae,,,,,,,,,,,,,,
Gujarat Rajputana,,,,,,,,,,,,,,
Urban ecosystem,,,,,,,,,,,,,,
Avian disease and health,,,,,,,,,,,,,,
Toxicology,,,,,,,,,,,,,,
Polycyclic aromatic hydrocarbons,,,,,,,,,,,,,,
Bio-accumulation,,,,,,,,,,,,,,
Chemical toxicity,,,,,,,,,,,,,,
U. R. Vaidya,2016,Ecological investigation on birds of selected wetlands of North Gujarat,Department of Zoology,,"Hemchandracharya North Gujarat University, Patan",,Ph.D.,,,TD-00088,Waterbirds,,,
Waterfowl,,,,,,,,,,,,,,
Gujarat Rajputana,,,,,,,,,,,,,,
Wetlands,,,,,,,,,,,,,,
Waterbodies,,,,,,,,,,,,,,
Swamps,,,,,,,,,,,,,,
Habitat ecology,,,,,,,,,,,,,,
Community ecology,,,,,,,,,,,,,,
Species diversity,,,,,,,,,,,,,,
Species distribution,,,,,,,,,,,,,,
Habitat preference,,,,,,,,,,,,,,
Migrants,,,,,,,,,,,,,,
Breeding biology,,,,,,,,,,,,,,
Nest site selection,,,,,,,,,,,,,,
Anthropogenic disturbance,,,,,,,,,,,,,,
A. P. Varghese,2013,Ecology and behaviour of Malabar Trogon Harpactes fasciatus malabaricus,Department of Zoology,,"Mahatma Gandhi University, Kottayam",,Ph.D.,,,TD-00179,Harpactes fasciatus,,,
Trogonidae,,,,,,,,,,,,,,
Trogons,,,,,,,,,,,,,,
Western Ghats (South),,,,,,,,,,,,,,
Malabar Plains,,,,,,,,,,,,,,
Semi-evergreen forests,,,,,,,,,,,,,,
Moist deciduous forests,,,,,,,,,,,,,,
Species ecology & life-history strategies,,,,,,,,,,,,,,
Climate change,,,,,,,,,,,,,,
Vegetation,,,,,,,,,,,,,,
Foraging behaviour,,,,,,,,,,,,,,
Breeding seasonality,,,,,,,,,,,,,,
P. K. Vats,2018,"A study on avian diversity of Kalesar National park, Haryana (India)",Department of Zoology,Kurukshetra,Kurukshetra University,164,Ph.D.,,,TD-00385,Species diversity,,,
Population status,,,,,,,,,,,,,,
Conservation assessment,,,,,,,,,,,,,,
Species abundance,,,,,,,,,,,,,,
Seasonality,,,,,,,,,,,,,,
A. Veeramani,1990,"Studies on ecological and behavioural aspects of Indian Peafowl Pavo cristatus in Mudumalai Wildlife Sanctuary, Tamil Nadu, south India",AVC College,Mayiladuthurai,"Bharathidasan University, Tiruchirappalli",,M.Sc.,,,TD-00273,Galliformes,,,
Phasianidae,,,,,,,,,,,,,,
Pavo cristatus,,,,,,,,,,,,,,
Deccan Plateau,,,,,,,,,,,,,,
Scrub forests,,,,,,,,,,,,,,
Woodland,,,,,,,,,,,,,,
Farmlands,,,,,,,,,,,,,,
Behavioural ecology,,,,,,,,,,,,,,
Feeding habits,,,,,,,,,,,,,,
Flagship species,,,,,,,,,,,,,,
Food availability,,,,,,,,,,,,,,
Roosting behaviour,,,,,,,,,,,,,,
Predation,,,,,,,,,,,,,,
Threat assessment,,,,,,,,,,,,,,
C. Venkatraman,1996,"Studies on the colonial waterbirds and the characteristics of the Lake of the Vedanthangal bird sanctuary, Madras, Tamil Nadu",Presidency College,Chennai,University of Madras,102 + references,Ph.D.,,,TD-00376,Wetland birds,,,
Colonial behaviour,,,,,,,,,,,,,,
Vedanthangal bird santuary,,,,,,,,,,,,,,
Waterbird ecology,,,,,,,,,,,,,,
Hydrological features,,,,,,,,,,,,,,
Community composition,,,,,,,,,,,,,,
Wetland ecosystem,,,,,,,,,,,,,,
Wetland biology,,,,,,,,,,,,,,
Nest-site selection,,,,,,,,,,,,,,
Niche overlap,,,,,,,,,,,,,,
Roosting behaviour,,,,,,,,,,,,,,
Nest-site characteristics,,,,,,,,,,,,,,
Communal roosting,,,,,,,,,,,,,,
Egret,,,,,,,,,,,,,,
Cormorant,,,,,,,,,,,,,,
Openbill Stork,,,,,,,,,,,,,,
Spoonbill,,,,,,,,,,,,,,
White Ibis,,,,,,,,,,,,,,
Grey Heron,,,,,,,,,,,,,,
Lakes,,,,,,,,,,,,,,
S. M. Vibhute,2011,"Studies on the hydrobiology and monitoring avifauna of Atpadi water Tank, Atpadi, District Sangli, Maharashtra",Department of Zoology,,"Dr Babasaheb Ambedkar Marathwada University, Aurangabad",,Ph.D.,,,TD-00105,Waterbirds,,,
Waterfowl,,,,,,,,,,,,,,
Deccan Plateau,,,,,,,,,,,,,,
Water Tank,,,,,,,,,,,,,,
Community ecology,,,,,,,,,,,,,,
Habitat ecology,,,,,,,,,,,,,,
Species diversity,,,,,,,,,,,,,,
Species abundance,,,,,,,,,,,,,,
Habitat utilization,,,,,,,,,,,,,,
Water quality parameters,,,,,,,,,,,,,,
Migration,,,,,,,,,,,,,,
Feeding ecology,,,,,,,,,,,,,,
Breeding biology,,,,,,,,,,,,,,
G. Vijay,2000,"A comparative study of the avifauna of the Veeranam Lake and Vakkaramari water works, Cuddalore District, Tamil Nadu, South India.",AVC College,Mayiladuthurai,"Bharathidasan University, Tiruchirappalli",,M.Sc.,,,TD-00231,Waterbirds,,,
Wetland birds,,,,,,,,,,,,,,
Coromandel Coast,,,,,,,,,,,,,,
Wetlands,,,,,,,,,,,,,,
Lakes,,,,,,,,,,,,,,
Waterbodies,,,,,,,,,,,,,,
Community ecology,,,,,,,,,,,,,,
Habitat ecology,,,,,,,,,,,,,,
Community composition,,,,,,,,,,,,,,
Community organization,,,,,,,,,,,,,,
Habitat use,,,,,,,,,,,,,,
Habitat structure,,,,,,,,,,,,,,
Habitat adaptations,,,,,,,,,,,,,,
Prey availability,,,,,,,,,,,,,,
Foraging behaviour,,,,,,,,,,,,,,
Winter migrant,,,,,,,,,,,,,,
Migration,,,,,,,,,,,,,,
N. T. Vijaya Kumar,1983,Status and management of Great Indian Bustard,Wildlife Institute of India,Dehradun,"Wildlife Institute of India, Dehradun",,Diploma dissertation,,,TD-00377,Great Indian Bustard,,,
Ranibennur Blackbuck Santuary,,,,,,,,,,,,,,
Species conservation,,,,,,,,,,,,,,
Conservation biology,,,,,,,,,,,,,,
Species management,,,,,,,,,,,,,,
Habitat management,,,,,,,,,,,,,,
Hunting practices,,,,,,,,,,,,,,
Human disturbance,,,,,,,,,,,,,,
Anthropogenic pressure,,,,,,,,,,,,,,
Dog predation,,,,,,,,,,,,,,
Illegal poaching,,,,,,,,,,,,,,
Conservation strategy,,,,,,,,,,,,,,
Grazing pressure,,,,,,,,,,,,,,
Wildlife hunting,,,,,,,,,,,,,,
Wildlife management,,,,,,,,,,,,,,
K. M. Vijayakumar,2015,Ecological studies on mangroves of Kundapura area with special reference to avifauna,Department of PG Studies and Research in Wildlife Management,,"Kuvempu University, Shankaraghatta",,Ph.D.,,,TD-00093,Waterbirds,,,
Coastal birds,,,,,,,,,,,,,,
Malabar Plains,,,,,,,,,,,,,,
Mangrove ecosystem,,,,,,,,,,,,,,
Coasts,,,,,,,,,,,,,,
Habitat ecology,,,,,,,,,,,,,,
Landscape ecology,,,,,,,,,,,,,,
Land cover,,,,,,,,,,,,,,
Vegetation composition,,,,,,,,,,,,,,
Species diversity,,,,,,,,,,,,,,
Species richness,,,,,,,,,,,,,,
Migrants,,,,,,,,,,,,,,
Habitat loss,,,,,,,,,,,,,,
Anthropogenic disturbance,,,vijayakumarkm69@gmail.com,,,,,,,,,,,
T. N. Vijayakumar,1995,Resource utilization by birds attending figs in south India,Department of Zoology,,"University of Calicut, Kozhikode",,Ph.D.,,,TD-00199,Landbirds,,,
Malabar Plains,,,,,,,,,,,,,,
Moist deciduous forests,,,,,,,,,,,,,,
Dry deciduous forests,,,,,,,,,,,,,,
Evergreen forest,,,,,,,,,,,,,,
Behavioural ecology,,,,,,,,,,,,,,
Species co-existence,,,,,,,,,,,,,,
Competition,,,,,,,,,,,,,,
Plant-bird interactions,,,,,,,,,,,,,,
Frugivory,,,,,,,,,,,,,,
Frugivores,,,,,,,,,,,,,,
Fig,,,,,,,,,,,,,,
Food availability,,,,,,,,,,,,,,
Feeding ecology,,,,,,,,,,,,,,
Seed dispersal,,,,,,,,,,,,,,
Fruiting phenology,,,,,,,,,,,,,,
Time-budgeting,,,,,,,,,,,,,,
L. Vijayan,1984,"Comparative biology of Drongos (Family Dicruridae, Class Aves) with special reference to ecological isolation",,,"Bombay University, Bombay",,Ph.D.,,,TD-00058,Drongos,,,
Dicruridae,,,,,,,,,,,,,,
Western Ghats (South),,,,,,,,,,,,,,
Semi-evergreen forests,,,,,,,,,,,,,,
Dry deciduous forests,,,,,,,,,,,,,,
Behavioural ecology,,,,,,,,,,,,,,
Habitat ecology,,,,,,,,,,,,,,
Habitat structure,,,,,,,,,,,,,,
Competition,,,,,,,,,,,,,,
Gause's hypothesis,,,,,,,,,,,,,,
Species co-existence,,,,,,,,,,,,,,
Species abundance,,,,,,,,,,,,,,
Foraging behaviour,,,,,,,,,,,,,,
Prey selection,,,,,,,,,,,,,,
Breeding biology,,,,,,,,,,,,,,
V. S. Vijayan,1975,"Ecological isolation of bulbuls (Family Pycnonotidae, Class Aves) with special reference to Pycnonotus cafer cafer (Linn.) and Pycnonotus luteolus luteolus (Lesson) at Point Calimere, Tamil Nadu",,,"University of Mumbai, Mumbai",,Ph.D,,,TD-00247,Bulbuls,,,
Pycnonotus cafer,,,,,,,,,,,,,,
Pycnonotus luteolus,,,,,,,,,,,,,,
Pycnonotidae,,,,,,,,,,,,,,
Coromandel Plains,,,,,,,,,,,,,,
Scrub forests,,,,,,,,,,,,,,
Woodland,,,,,,,,,,,,,,
Behavioural ecology,,,,,,,,,,,,,,
Species co-existence,,,,,,,,,,,,,,
Species dominance,,,,,,,,,,,,,,
Species interactions,,,,,,,,,,,,,,
Ecological isolation,,,,,,,,,,,,,,
Foraging behaviour,,,,,,,,,,,,,,
Breeding biology,,,,,,,,,,,,,,
Nesting biology,,,,,,,,,,,,,,
C. A. Vijaykumar,1961,The ecology and breeding biology of the Indian weaver birds with special reference to the Baya Weaver bird.  (Ploceus Philippinus) (Linn),Bombay Natural History Society,Mumbai,,,Ph.D.,,,TD-00301,Weavers,,,
Ploceidae,,,,,,,,,,,,,,
Ploceus philippinus,,,,,,,,,,,,,,
Central Indian Highlands,,,,,,,,,,,,,,
Scrub forests,,,,,,,,,,,,,,
Agro-ecosystem,,,,,,,,,,,,,,
Behavioural ecology,,,,,,,,,,,,,,
Habitat ecology,,,,,,,,,,,,,,
Habitat selection,,,,,,,,,,,,,,
